source,concept,description
SQuAD Dataset,Çoğu beyazın renk körlüğü olduğu iddia edilen bir eşitsizlik sisteminin sürekliliği arasında ne var?,çelişkiler
SQuAD Dataset,ABD'de hangi grubun çoğunluğu biyolojik ırk kavramını reddetti?,fiziksel antropologlar
SQuAD Dataset,1975'ten 1984'e kadar 33 kitaptan kaç tanesi yarışı reddetti?,on üç
SQuAD Dataset,Hangi grup antropologlar insan ırkları fikrini ezici bir şekilde destekliyor?,adli
SQuAD Dataset,"Ne tür antropoloji ""ırk"" bazen hala kullanılıyor?",adli
SQuAD Dataset,Brace hangi adli adli antropologları kullanmayı tercih eder?,bölgesel soy
SQuAD Dataset,Bir kategorinin sadece sosyal olarak oluşturulması neden kötüdür?,kendisi bilimsel olarak geçerli değil
SQuAD Dataset,Araştırmanın yazarları biyolojide kaç tane üniversite kitabı incelemiştir?,77
SQuAD Dataset,Fiziksel antropoloji metinleri ne zamana kadar biyolojik ırkların var olduğunu iddia ettiler mi?,1970'ler
SQuAD Dataset,"Biyologlar, politik çıkarımlarını tartışmaktan kaçınmaya çalışıyordu?",ırksal sınıflandırmalar
SQuAD Dataset,"Douglas J.Futuyama, yarış kavramını sadece sosyal olarak işlevsiz değil, aynı zamanda bu olarak da ne düşündü?",biyolojik olarak savunulamaz
SQuAD Dataset,1983 ile 1992 arasındaki ders kitaplarından kaç tanesi yarışı tartıştı?,% 35
SQuAD Dataset,"1992'den sonra, yarışı tartışan ders kitaplarının yüzdesi neye yükseldi?",% 43
SQuAD Dataset,Tıbbi bozukluklar bağlamında ırk tartışmaları yüzde kaçtan sıfıra yükseldi?,% 93
SQuAD Dataset,Klinik ortamlarda bazen teşhis ve tedavi için ırk ne kullanılmıştır?,tıbbi durumlar
SQuAD Dataset,Son zamanlarda ırk temelli tıbba olan ilgiyi artıran nedir?,insan genetik verilerinin çoğalması
SQuAD Dataset,"""Irklara özgü"" hastalıklar için sağlık sonuçlarında ırktan daha fazla fark nedir?",yaşam koşulları
SQuAD Dataset,Irksal profil oluşturmanın nerede anayasaya aykırı olduğuna karar verilmiştir?,Amerika Birleşik Devletleri
SQuAD Dataset,Pek çok kişi kolluk kuvvetlerinde kurumsal ırkçılığın bir örneğini ne düşünüyor?,fiili ırksal profil oluşturma
SQuAD Dataset,"""Yeni Jim Crow: Renk Körlüğü Çağında Kitle Hapse Girme"" nin yazarı kim?",Michelle Alexander
SQuAD Dataset,İskender fiziksel olanların ötesinde ne tür barlar ve duvarlar düşünüyor?,gerçek
SQuAD Dataset,Kitle hapsetme ile karşılaştırıldığında ne tür bir kast sistemi vardır?,ırk
SQuAD Dataset,1992 tarihli bir makalede antropologların ırk kavramını genellikle geçerli olarak terk ettiklerini kim kaydetti?,Norman Sauer
SQuAD Dataset,Hangi grup hala insan biyolojik çeşitliliğini temsil etmek için geçerli bir araç olarak yarışı kullanıyor?,adli antropologlar
SQuAD Dataset,Eşleme kümeleri soydan ne ayırır?,kültür
SQuAD Dataset,Hammer ve diğerleri yakın zamanda günümüz Yahudilerinin hangi grupla ne kadar yakından ilişkili olduğu hakkındaki iddiayı test etmeyi amaçladılar.,komşu Yahudi olmayan nüfuslar
SQuAD Dataset,Araştırılan lokusa bağlı olarak ne değişti?,Yahudiler arasındaki genetik benzerlik derecesi
SQuAD Dataset,"Thomas ve diğerleri, Yahudi rahiplerin hangi kromozomları ile Yahudi olmayanların kromozomunu ayırt etmeye çalıştılar.",Y
SQuAD Dataset,"Yeni ""ırk bilimi"" neyin önemine dikkat çekiyor?",soy
SQuAD Dataset,Kaç kişinin çeşitli soyları var?,çok
SQuAD Dataset,ABD'de sayısız ırklararası ilişkinin dönemleri ne zamandı?,sömürge ve erken federal tarih
SQuAD Dataset,Beyaz olarak tanımlayan birçok insanın ataları için kimleri var?,Afrikalı
SQuAD Dataset,Afrika kökenli öğrencilerin yüzde 30'unun beyaz olduğunu belirten üniversite öğrencilerinin% 30'u tahmin ediliyor?,% 10
SQuAD Dataset,Paris hangi yıl Dünya Kupası'na ev sahipliği yaptı?,2007
SQuAD Dataset,Fransa Turu hangi ayda?,Temmuz
SQuAD Dataset,Merovingian hanedanının ilk kralı kimdi?,Frank Clovis
SQuAD Dataset,Hugh Capet hangi yıl kral seçildi?,987
SQuAD Dataset,Paris Kuşatması'nda başarılı bir savunma yapılmasına ne yardımcı oldu?,köprü
SQuAD Dataset,Notre Dame Katedrali'nin yapımından kim sorumluydu?,Maurice de Sully
SQuAD Dataset,Paris Üniversitesi neredeydi?,Sol Banka
SQuAD Dataset,XIV.Louis hangi mahkemeyi Versay'a taşıdı?,1682
SQuAD Dataset,Surları yıkmanın ardındaki sebep neydi?,Şehrin saldırıya karşı güvenli olduğunu göstermek için
SQuAD Dataset,Fransız Bilim Akademisi hangi şehirde kuruldu?,Paris
SQuAD Dataset,XVI. Louis ve ailesi nerede yaşıyordu?,Tuileries Sarayı
SQuAD Dataset,Napolyon Bonapart ilk konsolos olarak ne zaman güç kazandı?,9 Kasım 1799
SQuAD Dataset,Terör Hükümdarlığı sırasında yaklaşık olarak kaç kişi idam edildi?,16.000
SQuAD Dataset,Louis-Phillipe hangi yılda atıldı?,1848
SQuAD Dataset,III. Napolyon hangi yılda yeni semtler yarattı?,1860
SQuAD Dataset,Napolyon III'ün Siene valisi kimdi?,Georges-Eugène Haussmann
SQuAD Dataset,"Courbet, Manet, Monet ve Renoir ne tür sanatlar yarattı?",İzlenimcilik
SQuAD Dataset,1889 Evrensel Sergisinin amacı neydi?,Fransız Devrimi'nin yüzüncü yılı
SQuAD Dataset,Savaştan yıllar sonra yaygın olarak bilinen nedir?,Les Années Folles
SQuAD Dataset,Alman ordusu Paris'i hangi tarihte açık bir şehir ilan etti?,14 Haziran 1940
SQuAD Dataset,Yahudiler Auschwitz'e nakledilmeden önce nerede hapsedildi?,Vel d'Hiv
SQuAD Dataset,Şehir hangi tarihte kurtarıldı?,25 Ağustos 1944
SQuAD Dataset,"Bağımsızlık yanlısı FLN, 1961 Ağustos'unda kaç polis memurunu öldürdü?",11
SQuAD Dataset,Sokağa çıkma yasağına karşı düzenlenen gösteriler sırasında kaç kişi öldürüldü?,en az 40
SQuAD Dataset,1961 ve 1962 yılları arasında Paris'te kim bombalama yaptı?,Organizasyon de l'armée secrète
SQuAD Dataset,Georges Pompidou Merkezi hangi yıl kuruldu?,1977
SQuAD Dataset,Francois Mitterrand kaç yıl iktidardaydı?,14
SQuAD Dataset,Musee de quai Branly hangi yılda inşa edildi?,2006
SQuAD Dataset,Jacques Chirac ne inşa etti?,Musée du quai Branly
SQuAD Dataset,Paris'in ilk sosyalist belediye başkanı kimdi?,Bertrand Delanoë
SQuAD Dataset,Yerel sakinlerin bisiklet kiralamasına izin veren sistem nedir?,Vélib'
SQuAD Dataset,Promenade des Berges de la Seine ne zaman açıldı?,Haziran 2013
SQuAD Dataset,İki Müslüman aşırılık yanlısı Charlie Hebdo'ya hangi tarihte saldırdı?,7 Ocak 2015
SQuAD Dataset,Charlie Hebdo saldırısında kaç kişi öldü?,on üç
SQuAD Dataset,Londra'dan kaç kilometre uzakta?,450
SQuAD Dataset,Paris metropol alanı ne kadar büyük?,2.300 km2
SQuAD Dataset,Paris'in dış bölgelere son ilhakı hangi yılda yapıldı?,1860
SQuAD Dataset,Kaç tane bölge var?,20
SQuAD Dataset,Bois de Boulogne ve Bois de Vincennes hangi yılda ilhak edildi?,1929
SQuAD Dataset,Hangi akım Paris'in havasını etkiler?,Kuzey Atlantik Akıntısı
SQuAD Dataset,Temmuz 2011 ortalama sıcaklık neydi?,17.6 ° C
SQuAD Dataset,Conseil de Paris'te kaç üye var?,163
SQuAD Dataset,Başkan Bertand Delanoe nasıl seçildi,meclis üyelerinin çoğunluğu
SQuAD Dataset,Bertrand Delanoe Belediye Başkanı kaç yıldır?,2001-2014
SQuAD Dataset,2013'te şehrin bütçesi neydi,"7,6 milyar €"
SQuAD Dataset,Bütçenin ne kadarı şehir yönetimi için tahsis edildi?,"5,4 milyar"
SQuAD Dataset,Bütçenin yüzde kaçı toplu konut ve şehircilik projelerine gidiyor?,38
SQuAD Dataset,Bütçenin yüzde kaçı okullara ayrılıyor?,8
SQuAD Dataset,Metropole du Grand Paris ne zaman ortaya çıktı?,1 Ocak 2016
SQuAD Dataset,Metropolün nüfusu nedir?,6.945 milyon
SQuAD Dataset,Metropole iç banliyölerde hangi üç bölüm yer alıyor?,"Hauts-de-Seine, Seine-Saint-Denis ve Val-de-Marne"
SQuAD Dataset,Büyükşehir Konseyinde kaç üye var?,210
SQuAD Dataset,Büyükşehir konseyinin ilk başkanı kimdi?,Patrick Ollier
SQuAD Dataset,Bölgesel Konsey hangi bölgede bulunuyor?,7
SQuAD Dataset,Sosyalistler bölgeyi kaç yıl yönetti?,on yedi
SQuAD Dataset,Sağ sendikadan 2016'da kaç meclis üyesi olacak?,121
SQuAD Dataset,Haklar Birliğini kim yönetti?,Valérie Pécresse
SQuAD Dataset,Fransa'nın en yüksek mahkemeleri nerede bulunuyor?,Paris
SQuAD Dataset,Yargı düzenindeki en yüksek mahkeme hangisidir?,Yargıtay
SQuAD Dataset,Consiel d'Etat nerede buluşuyor?,Palais-Royal
SQuAD Dataset,UNESCO'nun genel merkezi nerede?,Paris
SQuAD Dataset,Uluslararası İnsan Hakları Federasyonu'nun genel merkezi nerede?,Paris
SQuAD Dataset,Avrupa Uzay Ajansı'nın genel merkezi nerede?,Paris
SQuAD Dataset,19. yüzyılda Paris'i kim değiştirdi?,Baron Haussmann
SQuAD Dataset,Bugün Paris'te hangi iki ada kaldı?,"île Saint-Louis, île de la Cité"
SQuAD Dataset,İle aux Cygnes ne zaman oluşturuldu?,1827
SQuAD Dataset,1973 yılına kadar Paris neydi; en yüksek bina?,Montparnasse
SQuAD Dataset,Henüz başlatılmamış La Defense projesinin adı nedir?,Hermitage Plaza
SQuAD Dataset,Hermitage Plaza ne zaman piyasaya sürüldü?,2009
SQuAD Dataset,Kaç kule inşa edilmesi planlandı?,iki
SQuAD Dataset,La Madeleine ne zaman inşa edildi?,1808-1842
SQuAD Dataset,Palais Garnier Opera Binası ne zaman inşa edildi?,1875
SQuAD Dataset,Eyfel Kulesi ne zaman inşa edildi?,1889
SQuAD Dataset,Louis Vuitton Vakfı'nın sanat müzesini kim inşa etti?,Frank Gehry
SQuAD Dataset,Louvre Piramidi'ni kim yaptı?,I.M. Pei
SQuAD Dataset,Fransa'da evsizliğin yüzde kaçı Paris'te yaşıyor?,43
SQuAD Dataset,Evsizlerin yüzde kaçı kadın?,43
SQuAD Dataset,Paris'te kaç evsiz sığınağı var?,altmış
SQuAD Dataset,Bu evsiz sığınma evlerini kim finanse ediyor?,şehir
SQuAD Dataset,1860'tan bu yana Paris'in idari sınırlarına sadece iki ekleme nedir?,"Bois de Boulogne, Bois de Vincennes"
SQuAD Dataset,Siene departmanı ne zaman kuruldu?,1790
SQuAD Dataset,District de la bölge parisienne ne zaman yeniden düzenlendi?,1968
SQuAD Dataset,Paris bölgesinin adı neydi?,"""Île-de-France"""
SQuAD Dataset,Paris banliyölerinde ne zaman bir araya geldi?,1 Ocak 2016
SQuAD Dataset,Paul Delouvrier ne zaman Paris bölgesinin başı oldu?,1961
SQuAD Dataset,Paul Delouvrier kaç banliyö villası nouvelles yaptı?,beş
SQuAD Dataset,Paris AB'de en büyük belediye tarafından nerede sıralanıyor?,beşinci
SQuAD Dataset,AB'de hangi 4 şehir Paris'ten daha büyük?,"Londra, Berlin, Madrid ve Roma"
SQuAD Dataset,Paris Kentsel Alanını kim yarattı?,INSEE
SQuAD Dataset,Paris'in nüfusu ne zaman zirve yaptı?,1921
SQuAD Dataset,1954'ten bu yana ilk nüfus artışı hangi yıl oldu?,2004
SQuAD Dataset,2012'de AB'deki en kalabalık şehir hangisiydi?,Paris Komünü
SQuAD Dataset,Paris'i çevreleyen hangi üç departmanın yoğunluğu 10k / k'dan fazlaydı?,"Hauts-de-Seine, Seine-Saint-Denis ve Val-de-Marne"
SQuAD Dataset,2012 yılında Paris'te en düşük istihdam yüzdesi hangi sektördeydi?,tarım
SQuAD Dataset,2010 yılında Paris Bölgesinde kaç maaşlı çalışan yaşıyordu?,"5,4 milyon"
SQuAD Dataset,Bundan önce Paris'in en büyük ekonomisi neydi?,sanayi
SQuAD Dataset,İşletmelerin çoğunluğu hangi bölgelerde hizmet hizmeti vermektedir?,"8, 16 ve 17"
SQuAD Dataset,Paris'in finansal hizmet şirketleri büyük ölçüde nerede bulunuyor?,8. ve 9. bölge
SQuAD Dataset,1990-2010 yılları arasında imalat işlerinde ne kadar düşüş oldu?,64
SQuAD Dataset,Paris bölgesi havacılık şirketleri kaç kişiyi istihdam ediyor?,100.000
SQuAD Dataset,2014 yılında hangi tesisin kapatılması otomobil endüstrisinde büyük kayıplara neden oldu?,Aulnay-sous-Bois Citroen
SQuAD Dataset,Hanelerin yüzde kaçı ayda 977'den az kazandı?,14
SQuAD Dataset,Paris'in en zengin mahallesindeki insanların yüzde kaçı yoksulluk sınırının altında yaşıyordu?,7
SQuAD Dataset,2013 yılında Paris'in müzelerini ve anıtlarını kaç kişi ziyaret etti?,"72,1 milyon"
SQuAD Dataset,Paris'in en çok turist çeken noktası nedir?,Notre Dame Katedrali
SQuAD Dataset,Marne-la-Valee şehrindeki en popüler turistik nedir?,Disneyland Paris
SQuAD Dataset,Paris'te en çok ziyaret edilen anıtlar nerede?,Paris'in merkezi
SQuAD Dataset,Seine'nin Pont de Sully'den Pond'lena'ya kadar olan bankaları ne zamandan beri UNESCO Dünya Mirası listesinde yer alıyor?,1991
SQuAD Dataset,Hotel Meurice ne zaman açıldı?,1817
SQuAD Dataset,"Paris, Gericault gibi ressamlarla nasıl bir sanat eseri geliştirdi?",Romantizm
SQuAD Dataset,İlk kalıcı fotoğraf hangi yılda üretildi?,1825
SQuAD Dataset,İlk kalıcı fotoğrafı kim icat etti?,Nicéphore Niépce
SQuAD Dataset,Gece sahnelerini fotoğraflamayı kim bilebilirdi?,Marcel Bovis
SQuAD Dataset,19. yüzyıl Fransız sanatını sergilemesiyle hangi müze biliniyor?,Musée du quai Branly
SQuAD Dataset,Hangi müze dinozor eserleri ile ünlüdür?,Ulusal Doğa Tarihi Müzesi
SQuAD Dataset,Louis Vuitton Vakfı Çağdaş Sanat müzesi ne zaman açıldı?,Ekim 2014
SQuAD Dataset,Paris şehri kaç tane müze işletiyor?,14
SQuAD Dataset,Philharmonie de Paris ne zaman açıldı?,Ocak 2015
SQuAD Dataset,Paris'teki en büyük iki opera binası hangileri?,Opéra Garnier (tarihi Paris Opéra) ve modern Opéra Bastille;
SQuAD Dataset,Opera Garnier ne uzmanlaşmıştır?,klasik bale ve operalar
SQuAD Dataset,Diagheliv'in Bale Ruslarının ilk gösterileri hangi yılda yapıldı?,1913
SQuAD Dataset,En eski Paris tiyatrosu ne zaman kuruldu?,1680
SQuAD Dataset,Paris'in en eski tiyatrosunun adı nedir?,Comédie-Française
SQuAD Dataset,Bugün Paris'in en eski tiyatrosunu kim yönetiyor?,Fransız hükümeti
SQuAD Dataset,Moulin Rouge hangi yılda açıldı?,1889
SQuAD Dataset,Moulin Rouge'da hangi dans yaratıldı?,Fransız Cancan
SQuAD Dataset,Crazy Horse Saloon hangi yılda açıldı?,1951
SQuAD Dataset,Grateful Dead nerede oynadı?,Olympia Paris
SQuAD Dataset,Fransa'da basılan ilk kitabın başlığı neydi?,Epistolae
SQuAD Dataset,Kim Epistolae yazdı?,Gasparinus de Bergamo
SQuAD Dataset,Epistolae ne zaman yayınlandı?,1470
SQuAD Dataset,Ortaçağda kitapların çoğu hangi dilde basıldı?,Latin
SQuAD Dataset,Notre Dame'ın Kamburu'nu kim yazdı?,Victor Hugo
SQuAD Dataset,Victor Hugo hangi süre boyunca Fransa'dan sürüldü?,İkinci İmparatorluk
SQuAD Dataset,2014 Nobel Edebiyat Ödülü'nü kim kazandı?,Patrick Modiano
SQuAD Dataset,"Collete, ANdre Gide ve Francois Mauriac edebi topluluğa hangi yüzyılda hükmetti?",20
SQuAD Dataset,Patrick Modiano hangi şehirde yaşıyor?,Paris
SQuAD Dataset,1970'lerde Fransız yayınevlerinin yüzde kaçı Paris'teydi?,80
SQuAD Dataset,5. bölgede yaklaşık kaç kitapçı bulunmaktadır?,150
SQuAD Dataset,Seine boyunca kaç kitap parçası bulunur?,250
SQuAD Dataset,Bir yayıncı kitabında indirim yapılabilecek maksimum tutar nedir?,yüzde beş
SQuAD Dataset,Notre Dame'de hangi yüzyılda çokseslilik okulu kuruldu?,12.
SQuAD Dataset,Conservatoire de Musique de Paris hangi yılda kuruldu?,1795
SQuAD Dataset,Ud saltanatı altında popüler oldu mu?,Francois I
SQuAD Dataset,Carmen'i kim yazdı?,Georges Bizet
SQuAD Dataset,1880'de Paris'te kaç tane dans salonu vardı?,150
SQuAD Dataset,Caz kulüplerinin çoğu ne zaman kapandı?,1960
SQuAD Dataset,Çoğu caz kulübü neredeydi?,mahzenler
SQuAD Dataset,Paris'te ücretli bir kalabalık için ilk film hangi tarihte oynandı?,28 Aralık 1895
SQuAD Dataset,Hangi on yılda sinema salonları popüler oldu?,1930'lar
SQuAD Dataset,Bugün Paris'in en büyük sinema salonu hangisidir?,Le Grand Rex
SQuAD Dataset,Avrupa'daki ilk dijital sinema projeksiyonunu kim gerçekleştirdi?,Philippe Binant
SQuAD Dataset,Dijital sinema projeksiyonu için teknolojiyi kim geliştirdi?,Texas Instruments
SQuAD Dataset,Avrupa'daki ilk dijital sinema projeksiyonu ne zaman yapıldı?,2 Şubat 2000
SQuAD Dataset,Lüks Paris restoranları için model nedir?,La Taverne Anglaise
SQuAD Dataset,La Taverne Angaise ne zaman açıldı?,1786
SQuAD Dataset,"Cafe Anglais, Cafe de Paris ve Rocher de Cancale hangi yüzyılda açıldı?",19
SQuAD Dataset,Çoğu restoran neye yakın açıldı?,tiyatro
SQuAD Dataset,Michelin rehberi ne zaman oluşturuldu?,1900
SQuAD Dataset,2015'te Paris'te kaç tane 3 yıldızlı Michelin restoranı vardı?,dokuz
SQuAD Dataset,2015'te Fransa'da kaç tane 3 yıldızlı Michelin restoranı vardı?,29
SQuAD Dataset,Paris'te ilk kafe ne zaman açıldı?,17. yüzyıl
SQuAD Dataset,Paris'teki en eski kafe hangisidir?,Cafe Procope
SQuAD Dataset,Özel müşteriler için sipariş vermek için ne yapılır?,haute couture
SQuAD Dataset,Dior hangi şehirden?,Paris
SQuAD Dataset,Hangi yüzyılda Paris büyük ölçüde modaya dönüştü?,19
SQuAD Dataset,Dünyanın en büyük kozmetik şirketi nedir?,L'Oréal
SQuAD Dataset,Paris'te kaç tane yükseköğretim merkezi var?,55
SQuAD Dataset,CESLA nerededir?,Neuilly-sur-Seine
SQuAD Dataset,Fransa'daki en eski halk kütüphanesi hangisidir?,Bibliothèque Mazarine
SQuAD Dataset,Hangi kütüphanede dört cam kule var?,François Mitterrand Kütüphanesi
SQuAD Dataset,En büyük üniversite kütüphanesi nedir?,Sorbonne Kütüphanesi
SQuAD Dataset,"Fransa dışında, Sorbonne kütüphanesinin diğer üç kolu nerede?","Malesherbes, Clignancourt-Championnet, Michelet-Institut d'Art et d'Archéologie, Serpente-Maison de la Recherche ve Institut des Etudes Ibériques"
SQuAD Dataset,Paris'teki Sorbonne kütüphanesi hangi bölgede bulunmaktadır?,5
SQuAD Dataset,2011'de kaç tane cemaat ve küratör vardı?,106
SQuAD Dataset,Marais Mahallesi Agodudalar Hakehilos Sinagogu'nu kim yaptı?,Hector Guimard
SQuAD Dataset,Marais Mahallesi Agoudas Hakehilos Sinagogu ne zaman inşa edildi?,1913
SQuAD Dataset,Paris'te çok sayıda Sefarad Yahudisi ne zaman yerleşti?,1960
SQuAD Dataset,Fransa'daki Yahudi nüfusunun yüzde kaçı soykırımdan kurtuldu?,75
SQuAD Dataset,Eski Kamerun pavyonu nedir?,Pagode de Vincennes Budist tapınağı
SQuAD Dataset,Avrupa'nın en büyük Buda heykeli nerede?,Pagode de Vincennes Budist tapınağı
SQuAD Dataset,Rue Pajol'daki Hindu tapınağı ne zaman açıldı?,1985
SQuAD Dataset,Fransa Devleti ne için inşa edildi?,1998 FIFA Dünya Kupası
SQuAD Dataset,Paris'teki en popüler futbol kulübü nedir?,Paris Saint-Germain F.C.
SQuAD Dataset,Paris'teki transit ağı kim denetler?,Syndicat des transport d'Île-de-France
SQuAD Dataset,STIF kaç otobüs hattını denetliyor?,347
SQuAD Dataset,Demiryolu ağında kaç hat var?,dokuz
SQuAD Dataset,T5 nerede çalışıyor?,Saint-Denis'den Garges-Sarcelles
SQuAD Dataset,Bu hatları kim işletiyor?,Régie Autonome des Transports Parisiens
SQuAD Dataset,Dünyanın en yoğun 4. uluslararası hava ulaşım merkezi nerede?,Paris
SQuAD Dataset,Paris'in en eski hava limanı hangisidir?,Paris-Le Bourget
SQuAD Dataset,Ryanair hangi havaalanını kullanıyor?,Beauvais-Tillé Havaalanı
SQuAD Dataset,Orly havaalanı nerede?,Paris'in güney banliyöleri
SQuAD Dataset,Canal de l'Ourcq ne zaman Paris'e su sağlamaya başladı?,1809
SQuAD Dataset,Eugene Belgrand kimin altındaydı?,Napolyon III
SQuAD Dataset,Paris'in atık sıvılarının tahliyesine kaç km yeraltı geçidi ayrılmıştır?,2.400
